"filename","issue_severity","line_number","test_id","total_lines_in_file"
"cpython\Lib\test\test_os.py","LOW",3115,"B101",4265
"cpython\Lib\test\test_os.py","LOW",3121,"B101",4265
"cpython\Lib\test\test_os.py","LOW",3494,"B607",4265
"cpython\Lib\test\test_os.py","LOW",3494,"B603",4265
"cpython\Lib\test\test_os.py","LOW",3830,"B403",4265
"cpython\Lib\test\test_os.py","LOW",3876,"B403",4265
"cpython\Lib\test\test_osx_env.py","LOW",6,"B404",34
"cpython\Lib\test\test_osx_env.py","LOW",22,"B603",34
"cpython\Lib\test\test_osx_env.py","LOW",27,"B603",34
"cpython\Lib\test\test_pathlib.py","LOW",7,"B403",2618
"cpython\Lib\test\test_pathlib.py","MEDIUM",295,"B307",2618
"cpython\Lib\test\test_pathlib.py","MEDIUM",297,"B307",2618
"cpython\Lib\test\test_pathlib.py","MEDIUM",679,"B301",2618
"cpython\Lib\test\test_pathlib.py","HIGH",1349,"B103",2618
"cpython\Lib\test\test_pathlib.py","MEDIUM",2260,"B301",2618
"cpython\Lib\test\test_pdb.py","LOW",10,"B404",1674
"cpython\Lib\test\test_pdb.py","MEDIUM",557,"B102",1674
"cpython\Lib\test\test_pdb.py","LOW",1237,"B603",1674
"cpython\Lib\test\test_pdb.py","LOW",1331,"B603",1674
"cpython\Lib\test\test_pdb.py","LOW",1394,"B603",1674
"cpython\Lib\test\test_pdb.py","LOW",1424,"B603",1674
"cpython\Lib\test\test_pdb.py","LOW",1464,"B603",1674
"cpython\Lib\test\test_peg_generator\test_c_parser.py","LOW",415,"B101",448
"cpython\Lib\test\test_peg_generator\test_c_parser.py","LOW",424,"B101",448
"cpython\Lib\test\test_peg_generator\test_pegen.py","LOW",90,"B101",774
"cpython\Lib\test\test_peg_generator\test_pegen.py","LOW",95,"B101",774
"cpython\Lib\test\test_peg_generator\test_pegen.py","MEDIUM",348,"B307",774
"cpython\Lib\test\test_peg_generator\test_pegen.py","MEDIUM",392,"B102",774
"cpython\Lib\test\test_peg_generator\test_pegen.py","MEDIUM",441,"B102",774
"cpython\Lib\test\test_pickle.py","LOW",4,"B403",530
"cpython\Lib\test\test_pickle.py","MEDIUM",86,"B301",530
"cpython\Lib\test\test_picklebuffer.py","LOW",7,"B403",153
"cpython\Lib\test\test_pickletools.py","LOW",1,"B403",104
"cpython\Lib\test\test_pickletools.py","LOW",2,"B403",104
"cpython\Lib\test\test_pickletools.py","MEDIUM",13,"B301",104
"cpython\Lib\test\test_pickletools.py","MEDIUM",26,"B301",104
"cpython\Lib\test\test_pickletools.py","MEDIUM",31,"B301",104
"cpython\Lib\test\test_pickletools.py","MEDIUM",53,"B301",104
"cpython\Lib\test\test_pickletools.py","MEDIUM",58,"B301",104
"cpython\Lib\test\test_pkg.py","MEDIUM",70,"B102",296
"cpython\Lib\test\test_platform.py","LOW",3,"B404",384
"cpython\Lib\test\test_platform.py","LOW",186,"B607",384
"cpython\Lib\test\test_platform.py","LOW",186,"B603",384
"cpython\Lib\test\test_platform.py","LOW",227,"B607",384
"cpython\Lib\test\test_platform.py","LOW",227,"B603",384
"cpython\Lib\test\test_plistlib.py","LOW",4,"B403",711
"cpython\Lib\test\test_plistlib.py","LOW",128,"B110",711
"cpython\Lib\test\test_plistlib.py","MEDIUM",273,"B301",711
"cpython\Lib\test\test_poll.py","LOW",4,"B404",236
"cpython\Lib\test\test_poll.py","LOW",61,"B311",236
"cpython\Lib\test\test_poll.py","LOW",68,"B311",236
"cpython\Lib\test\test_poll.py","HIGH",125,"B602",236
"cpython\Lib\test\test_popen.py","HIGH",24,"B605",66
"cpython\Lib\test\test_popen.py","MEDIUM",26,"B307",66
"cpython\Lib\test\test_popen.py","LOW",46,"B605",66
"cpython\Lib\test\test_popen.py","LOW",46,"B607",66
"cpython\Lib\test\test_popen.py","LOW",47,"B605",66
"cpython\Lib\test\test_popen.py","LOW",47,"B607",66
"cpython\Lib\test\test_popen.py","LOW",54,"B605",66
"cpython\Lib\test\test_popen.py","LOW",54,"B607",66
"cpython\Lib\test\test_popen.py","LOW",58,"B605",66
"cpython\Lib\test\test_popen.py","LOW",58,"B607",66
"cpython\Lib\test\test_poplib.py","LOW",220,"B101",548
"cpython\Lib\test\test_poplib.py","LOW",236,"B101",548
"cpython\Lib\test\test_positional_only_arg.py","LOW",4,"B403",434
"cpython\Lib\test\test_positional_only_arg.py","LOW",305,"B101",434
"cpython\Lib\test\test_positional_only_arg.py","LOW",312,"B101",434
"cpython\Lib\test\test_positional_only_arg.py","LOW",320,"B101",434
"cpython\Lib\test\test_positional_only_arg.py","MEDIUM",358,"B301",434
"cpython\Lib\test\test_positional_only_arg.py","MEDIUM",359,"B301",434
"cpython\Lib\test\test_positional_only_arg.py","MEDIUM",360,"B301",434
"cpython\Lib\test\test_posix.py","LOW",1044,"B605",1940
"cpython\Lib\test\test_posix.py","LOW",1044,"B607",1940
"cpython\Lib\test\test_pprint.py","MEDIUM",299,"B307",1125
"cpython\Lib\test\test_pprint.py","MEDIUM",834,"B307",1125
"cpython\Lib\test\test_pprint.py","MEDIUM",836,"B307",1125
"cpython\Lib\test\test_pprint.py","MEDIUM",915,"B307",1125
"cpython\Lib\test\test_pprint.py","MEDIUM",917,"B307",1125
"cpython\Lib\test\test_print.py","MEDIUM",141,"B102",219
"cpython\Lib\test\test_print.py","MEDIUM",148,"B102",219
"cpython\Lib\test\test_print.py","MEDIUM",155,"B102",219
"cpython\Lib\test\test_print.py","MEDIUM",164,"B102",219
"cpython\Lib\test\test_print.py","MEDIUM",174,"B102",219
"cpython\Lib\test\test_print.py","MEDIUM",181,"B102",219
"cpython\Lib\test\test_pulldom.py","LOW",3,"B406",356
"cpython\Lib\test\test_pulldom.py","LOW",5,"B406",356
"cpython\Lib\test\test_pulldom.py","LOW",6,"B406",356
"cpython\Lib\test\test_pulldom.py","LOW",7,"B409",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",35,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",41,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",46,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",107,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",140,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",150,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",164,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",171,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",182,"B319",356
"cpython\Lib\test\test_pulldom.py","MEDIUM",311,"B317",356
"cpython\Lib\test\test_py_compile.py","LOW",7,"B404",290
"cpython\Lib\test\test_py_compile.py","LOW",89,"B101",290
"cpython\Lib\test\test_py_compile.py","LOW",238,"B603",290
"cpython\Lib\test\test_pyclbr.py","LOW",254,"B101",261
"cpython\Lib\test\test_pydoc.py","LOW",22,"B405",1594
"cpython\Lib\test\test_pydoc.py","LOW",1084,"B101",1594
"cpython\Lib\test\test_queue.py","LOW",471,"B311",647
"cpython\Lib\test\test_quopri.py","LOW",3,"B404",210
"cpython\Lib\test\test_quopri.py","LOW",185,"B603",210
"cpython\Lib\test\test_quopri.py","LOW",194,"B101",210
"cpython\Lib\test\test_quopri.py","LOW",201,"B603",210
"cpython\Lib\test\test_raise.py","LOW",145,"B101",487
"cpython\Lib\test\test_random.py","LOW",6,"B403",1268
"cpython\Lib\test\test_random.py","MEDIUM",389,"B301",1268
"cpython\Lib\test\test_random.py","MEDIUM",410,"B301",1268
"cpython\Lib\test\test_random.py","LOW",543,"B311",1268
"cpython\Lib\test\test_random.py","LOW",900,"B311",1268
"cpython\Lib\test\test_random.py","LOW",929,"B311",1268
"cpython\Lib\test\test_random.py","LOW",949,"B311",1268
"cpython\Lib\test\test_random.py","LOW",979,"B311",1268
"cpython\Lib\test\test_random.py","LOW",1001,"B311",1268
"cpython\Lib\test\test_random.py","MEDIUM",1261,"B307",1268
"cpython\Lib\test\test_range.py","LOW",5,"B403",678
"cpython\Lib\test\test_range.py","MEDIUM",373,"B301",678
"cpython\Lib\test\test_range.py","MEDIUM",385,"B301",678
"cpython\Lib\test\test_range.py","MEDIUM",389,"B301",678
"cpython\Lib\test\test_range.py","MEDIUM",395,"B301",678
"cpython\Lib\test\test_range.py","MEDIUM",407,"B301",678
"cpython\Lib\test\test_range.py","MEDIUM",420,"B301",678
"cpython\Lib\test\test_re.py","LOW",843,"B101",2315
"cpython\Lib\test\test_re.py","LOW",848,"B101",2315
"cpython\Lib\test\test_re.py","LOW",853,"B101",2315
"cpython\Lib\test\test_re.py","LOW",866,"B101",2315
"cpython\Lib\test\test_re.py","LOW",871,"B101",2315
"cpython\Lib\test\test_re.py","LOW",876,"B101",2315
"cpython\Lib\test\test_re.py","LOW",899,"B101",2315
"cpython\Lib\test\test_re.py","LOW",904,"B101",2315
"cpython\Lib\test\test_re.py","LOW",909,"B101",2315
"cpython\Lib\test\test_re.py","LOW",1055,"B403",2315
"cpython\Lib\test\test_re.py","MEDIUM",1059,"B301",2315
"cpython\Lib\test\test_re.py","MEDIUM",2267,"B307",2315
"cpython\Lib\test\test_readline.py","LOW",9,"B404",335
"cpython\Lib\test\test_readline.py","LOW",289,"B603",335
"cpython\Lib\test\test_regrtest.py","LOW",13,"B404",1311
"cpython\Lib\test\test_regrtest.py","LOW",522,"B603",1311
"cpython\Lib\test\test_repl.py","LOW",6,"B404",112
"cpython\Lib\test\test_repl.py","LOW",32,"B603",112
"cpython\Lib\test\test_richcmp.py","LOW",290,"B311",355
"cpython\Lib\test\test_richcmp.py","LOW",290,"B311",355
"cpython\Lib\test\test_runpy.py","LOW",9,"B404",836
"cpython\Lib\test\test_runpy.py","LOW",785,"B603",836
"cpython\Lib\test\test_sax.py","LOW",4,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",9,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",13,"B406",1527
"cpython\Lib\test\test_sax.py","LOW",15,"B406",1527
"cpython\Lib\test\test_sax.py","LOW",16,"B406",1527
"cpython\Lib\test\test_sax.py","LOW",18,"B406",1527
"cpython\Lib\test\test_sax.py","LOW",130,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",132,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",219,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",221,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",252,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",253,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",254,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",255,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",256,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",257,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",258,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",259,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",260,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",261,"B317",1527
"cpython\Lib\test\test_sax.py","LOW",262,"B406",1527
"cpython\Lib\test\test_sax.py","MEDIUM",263,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",268,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",269,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",270,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",271,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",272,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",273,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",277,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",278,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",279,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",280,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",281,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",282,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",287,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",288,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",289,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",290,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",291,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",292,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",349,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",723,"B317",1527
"cpython\Lib\test\test_sax.py","MEDIUM",884,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",895,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",911,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",922,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",933,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",971,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",990,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1004,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1025,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1041,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1067,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1077,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1087,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1097,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1122,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1132,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1147,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1157,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1170,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1187,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1199,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1222,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1236,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1251,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1267,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1280,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1432,"B315",1527
"cpython\Lib\test\test_sax.py","MEDIUM",1496,"B315",1527
"cpython\Lib\test\test_sched.py","LOW",25,"B101",211
"cpython\Lib\test\test_sched.py","LOW",35,"B101",211
"cpython\Lib\test\test_scope.py","MEDIUM",293,"B102",761
"cpython\Lib\test\test_scope.py","MEDIUM",324,"B102",761
"cpython\Lib\test\test_scope.py","MEDIUM",429,"B102",761
"cpython\Lib\test\test_scope.py","MEDIUM",564,"B102",761
"cpython\Lib\test\test_scope.py","MEDIUM",593,"B307",761
"cpython\Lib\test\test_scope.py","MEDIUM",649,"B102",761
"cpython\Lib\test\test_script_helper.py","LOW",3,"B404",125
"cpython\Lib\test\test_secrets.py","LOW",40,"B101",124
"cpython\Lib\test\test_secrets.py","LOW",41,"B101",124
"cpython\Lib\test\test_select.py","HIGH",49,"B605",81
"cpython\Lib\test\test_selectors.py","LOW",328,"B311",579
"cpython\Lib\test\test_set.py","LOW",8,"B403",1875
"cpython\Lib\test\test_set.py","MEDIUM",231,"B301",1875
"cpython\Lib\test\test_set.py","MEDIUM",236,"B301",1875
"cpython\Lib\test\test_set.py","MEDIUM",244,"B301",1875
"cpython\Lib\test\test_set.py","MEDIUM",251,"B301",1875
"cpython\Lib\test\test_set.py","MEDIUM",257,"B301",1875
"cpython\Lib\test\test_set.py","LOW",676,"B311",1875
"cpython\Lib\test\test_set.py","MEDIUM",861,"B301",1875
"cpython\Lib\test\test_set.py","MEDIUM",1274,"B307",1875
"cpython\Lib\test\test_set.py","MEDIUM",1284,"B307",1875
"cpython\Lib\test\test_shelve.py","LOW",4,"B403",226
"cpython\Lib\test\test_shutil.py","LOW",14,"B404",2577
"cpython\Lib\test\test_shutil.py","LOW",81,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",89,"B311",2577
"cpython\Lib\test\test_shutil.py","LOW",94,"B101",2577
"cpython\Lib\test\test_shutil.py","MEDIUM",272,"B306",2577
"cpython\Lib\test\test_shutil.py","HIGH",632,"B103",2577
"cpython\Lib\test\test_shutil.py","HIGH",634,"B103",2577
"cpython\Lib\test\test_shutil.py","MEDIUM",677,"B306",2577
"cpython\Lib\test\test_shutil.py","LOW",1321,"B603",2577
"cpython\Lib\test\test_shutil.py","LOW",1391,"B603",2577
"cpython\Lib\test\test_shutil.py","LOW",1418,"B603",2577
"cpython\Lib\test\test_shutil.py","LOW",1491,"B110",2577
"cpython\Lib\test\test_shutil.py","MEDIUM",1624,"B306",2577
"cpython\Lib\test\test_shutil.py","MEDIUM",1935,"B306",2577
"cpython\Lib\test\test_shutil.py","LOW",2111,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2126,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2145,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2167,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2213,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2214,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2227,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2249,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2264,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2298,"B101",2577
"cpython\Lib\test\test_shutil.py","MEDIUM",2309,"B306",2577
"cpython\Lib\test\test_shutil.py","LOW",2393,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2403,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2416,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2429,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2454,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2462,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2463,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2467,"B101",2577
"cpython\Lib\test\test_shutil.py","LOW",2525,"B607",2577
"cpython\Lib\test\test_shutil.py","LOW",2525,"B603",2577
"cpython\Lib\test\test_signal.py","LOW",7,"B404",1302
"cpython\Lib\test\test_signal.py","LOW",84,"B603",1302
"cpython\Lib\test\test_signal.py","LOW",138,"B603",1302
"cpython\Lib\test\test_signal.py","LOW",1183,"B311",1302
"cpython\Lib\test\test_signal.py","LOW",1235,"B311",1302
"cpython\Lib\test\test_site.py","LOW",21,"B404",713
"cpython\Lib\test\test_site.py","LOW",214,"B603",713
"cpython\Lib\test\test_site.py","LOW",220,"B603",713
"cpython\Lib\test\test_site.py","LOW",230,"B603",713
"cpython\Lib\test\test_site.py","LOW",241,"B603",713
"cpython\Lib\test\test_site.py","LOW",432,"B603",713
"cpython\Lib\test\test_site.py","LOW",442,"B603",713
"cpython\Lib\test\test_site.py","MEDIUM",530,"B310",713
"cpython\Lib\test\test_site.py","LOW",541,"B603",713
"cpython\Lib\test\test_site.py","MEDIUM",547,"B307",713
"cpython\Lib\test\test_site.py","LOW",559,"B603",713
"cpython\Lib\test\test_site.py","MEDIUM",566,"B307",713
"cpython\Lib\test\test_site.py","LOW",588,"B603",713
"cpython\Lib\test\test_site.py","LOW",594,"B603",713
"cpython\Lib\test\test_site.py","LOW",600,"B603",713
"cpython\Lib\test\test_site.py","LOW",651,"B603",713
"cpython\Lib\test\test_site.py","LOW",676,"B603",713
"cpython\Lib\test\test_site.py","LOW",701,"B603",713
"cpython\Lib\test\test_slice.py","LOW",9,"B403",255
"cpython\Lib\test\test_slice.py","MEDIUM",240,"B301",255
"cpython\Lib\test\test_smtplib.py","MEDIUM",1083,"B303",1448
"cpython\Lib\test\test_sndhdr.py","LOW",2,"B403",37
"cpython\Lib\test\test_sndhdr.py","MEDIUM",33,"B301",37
"cpython\Lib\test\test_socket.py","LOW",24,"B403",6676
"cpython\Lib\test\test_socket.py","MEDIUM",699,"B306",6676
"cpython\Lib\test\test_socket.py","MEDIUM",1698,"B301",6676
"cpython\Lib\test\test_socket.py","MEDIUM",1700,"B301",6676
"cpython\Lib\test\test_socket.py","LOW",2103,"B101",6676
"cpython\Lib\test\test_socket.py","LOW",5955,"B101",6676
"cpython\Lib\test\test_socket.py","LOW",5962,"B311",6676
"cpython\Lib\test\test_socket.py","LOW",5969,"B101",6676
"cpython\Lib\test\test_socket.py","LOW",6474,"B101",6676
"cpython\Lib\test\test_socketserver.py","MEDIUM",100,"B306",496
"cpython\Lib\test\test_sort.py","LOW",58,"B311",384
"cpython\Lib\test\test_sort.py","LOW",103,"B311",384
"cpython\Lib\test\test_sort.py","LOW",125,"B311",384
"cpython\Lib\test\test_sort.py","LOW",142,"B311",384
"cpython\Lib\test\test_sort.py","LOW",146,"B311",384
"cpython\Lib\test\test_sort.py","LOW",187,"B311",384
"cpython\Lib\test\test_sort.py","LOW",247,"B311",384
"cpython\Lib\test\test_source_encoding.py","LOW",10,"B404",230
"cpython\Lib\test\test_source_encoding.py","MEDIUM",29,"B102",230
"cpython\Lib\test\test_source_encoding.py","MEDIUM",43,"B102",230
"cpython\Lib\test\test_source_encoding.py","MEDIUM",49,"B102",230
"cpython\Lib\test\test_source_encoding.py","LOW",69,"B603",230
"cpython\Lib\test\test_source_encoding.py","MEDIUM",113,"B102",230
"cpython\Lib\test\test_source_encoding.py","MEDIUM",213,"B102",230
"cpython\Lib\test\test_ssl.py","LOW",162,"B101",4783
"cpython\Lib\test\test_ssl.py","LOW",619,"B504",4783
"cpython\Lib\test\test_ssl.py","LOW",624,"B504",4783
"cpython\Lib\test\test_ssl.py","LOW",628,"B504",4783
"cpython\Lib\test\test_ssl.py","LOW",633,"B504",4783
"cpython\Lib\test\test_ssl.py","LOW",1355,"B106",4783
"cpython\Lib\test\test_ssl.py","LOW",2702,"B110",4783
"cpython\Lib\test\test_ssl.py","MEDIUM",3434,"B310",4783
"cpython\Lib\test\test_stat.py","MEDIUM",126,"B103",242
"cpython\Lib\test\test_stat.py","HIGH",133,"B103",242
"cpython\Lib\test\test_statistics.py","LOW",13,"B403",2831
"cpython\Lib\test\test_statistics.py","LOW",277,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",321,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",327,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",733,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",805,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",906,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1032,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",1110,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1111,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1113,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1281,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",1286,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",1338,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1472,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1478,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",1597,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",1618,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1624,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1631,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1639,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1647,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1655,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1667,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1680,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1687,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1695,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1707,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1714,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1722,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1736,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1740,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1744,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1748,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1754,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1758,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1762,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1766,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1782,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1790,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1798,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1806,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1811,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",1874,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",2004,"B101",2831
"cpython\Lib\test\test_statistics.py","LOW",2018,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",2106,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",2128,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",2154,"B311",2831
"cpython\Lib\test\test_statistics.py","LOW",2323,"B311",2831
"cpython\Lib\test\test_statistics.py","MEDIUM",2787,"B301",2831
"cpython\Lib\test\test_string_literals.py","LOW",79,"B101",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",82,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",83,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",84,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",85,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",86,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",87,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",88,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",89,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",90,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",113,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",117,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",125,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",133,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",134,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",135,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",136,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",137,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",138,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",139,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",140,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",141,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",144,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",145,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",146,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",147,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",149,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",151,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",163,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",167,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",175,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",182,"B307",250
"cpython\Lib\test\test_string_literals.py","MEDIUM",183,"B307",250
